"record_type","wp_id","title_or_slug","url","published","modified","content_chars","excerpt_chars","featured_media_id","source_taxonomy_ids","disposition","target_url","editorial_owner","verification_status","notes"
"product_category","","https://holypearl.co.il/product-category/klibit/נטלות/","https://holypearl.co.il/product-category/klibit/נטלות/","","","","","","","","","","not reviewed",""
"product_category","","https://holypearl.co.il/product-category/klibit/מגש-לחלה/","https://holypearl.co.il/product-category/klibit/מגש-לחלה/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/men/","https://holypearl.co.il/product-tag/men/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/man/","https://holypearl.co.il/product-tag/man/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/כיפה/","https://holypearl.co.il/product-tag/כיפה/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/עבודת-יד/","https://holypearl.co.il/product-tag/עבודת-יד/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/עמי/","https://holypearl.co.il/product-tag/עמי/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/גבר/","https://holypearl.co.il/product-tag/גבר/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/כיפות-לגבר/","https://holypearl.co.il/product-tag/כיפות-לגבר/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/כיפה-סאטן/","https://holypearl.co.il/product-tag/כיפה-סאטן/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/כיפה-לאירועים/","https://holypearl.co.il/product-tag/כיפה-לאירועים/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/אמייל/","https://holypearl.co.il/product-tag/אמייל/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/חיתוך-אותיות/","https://holypearl.co.il/product-tag/חיתוך-אותיות/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/ברכות-לתלייה/","https://holypearl.co.il/product-tag/ברכות-לתלייה/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/פותח-את-ידיך/","https://holypearl.co.il/product-tag/פותח-את-ידיך/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/כיפה-סטן/","https://holypearl.co.il/product-tag/כיפה-סטן/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/זכוכית/","https://holypearl.co.il/product-tag/זכוכית/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/ברכה-לתלייה/","https://holypearl.co.il/product-tag/ברכה-לתלייה/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/ברכת-העסק/","https://holypearl.co.il/product-tag/ברכת-העסק/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/ברכת-הבית/","https://holypearl.co.il/product-tag/ברכת-הבית/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/אנגלית/","https://holypearl.co.il/product-tag/אנגלית/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/english/","https://holypearl.co.il/product-tag/english/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/אקרילן/","https://holypearl.co.il/product-tag/אקרילן/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/אשת-חייל/","https://holypearl.co.il/product-tag/אשת-חייל/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/מתנה/","https://holypearl.co.il/product-tag/מתנה/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/חנוכה/","https://holypearl.co.il/product-tag/חנוכה/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/חנוכייה/","https://holypearl.co.il/product-tag/חנוכייה/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/חנוכייה-עם-רגל/","https://holypearl.co.il/product-tag/חנוכייה-עם-רגל/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/חגים-ויום-טוב/","https://holypearl.co.il/product-tag/חגים-ויום-טוב/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/פסח/","https://holypearl.co.il/product-tag/פסח/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/ליל-הסדר/","https://holypearl.co.il/product-tag/ליל-הסדר/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/קישוט-לשולחן-לפסח/","https://holypearl.co.il/product-tag/קישוט-לשולחן-לפסח/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/עיצוב-חסידי/","https://holypearl.co.il/product-tag/עיצוב-חסידי/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/דברי-נוי-לבית/","https://holypearl.co.il/product-tag/דברי-נוי-לבית/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/מתנה-לאורח/","https://holypearl.co.il/product-tag/מתנה-לאורח/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/שולחן-ערוך/","https://holypearl.co.il/product-tag/שולחן-ערוך/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/עיצוב-לשולחן/","https://holypearl.co.il/product-tag/עיצוב-לשולחן/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/שבת/","https://holypearl.co.il/product-tag/שבת/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/נטלן/","https://holypearl.co.il/product-tag/נטלן/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/נטילת-ידיים/","https://holypearl.co.il/product-tag/נטילת-ידיים/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/פמוטים/","https://holypearl.co.il/product-tag/פמוטים/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/כלי-כסף/","https://holypearl.co.il/product-tag/כלי-כסף/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/צדקה-תציל-ממוות/","https://holypearl.co.il/product-tag/צדקה-תציל-ממוות/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/בר-מצווה/","https://holypearl.co.il/product-tag/בר-מצווה/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/תפילין/","https://holypearl.co.il/product-tag/תפילין/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/טלית/","https://holypearl.co.il/product-tag/טלית/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/סידור-מלא/","https://holypearl.co.il/product-tag/סידור-מלא/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/חתונה/","https://holypearl.co.il/product-tag/חתונה/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/מתחתן/","https://holypearl.co.il/product-tag/מתחתן/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/סט-תפילין-וטלית/","https://holypearl.co.il/product-tag/סט-תפילין-וטלית/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/בית-מזוזה/","https://holypearl.co.il/product-tag/בית-מזוזה/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/מזוזה/","https://holypearl.co.il/product-tag/מזוזה/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/אמיל/","https://holypearl.co.il/product-tag/אמיל/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/כסף/","https://holypearl.co.il/product-tag/כסף/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/מתכת/","https://holypearl.co.il/product-tag/מתכת/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/מעמד-לספר/","https://holypearl.co.il/product-tag/מעמד-לספר/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/חמסה/","https://holypearl.co.il/product-tag/חמסה/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/עין-הרע/","https://holypearl.co.il/product-tag/עין-הרע/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/נגד-עין-הרע/","https://holypearl.co.il/product-tag/נגד-עין-הרע/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/כוונת-הלב/","https://holypearl.co.il/product-tag/כוונת-הלב/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/עבודת-השם/","https://holypearl.co.il/product-tag/עבודת-השם/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/רינת-ישראל/","https://holypearl.co.il/product-tag/רינת-ישראל/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/סט-מחזורים/","https://holypearl.co.il/product-tag/סט-מחזורים/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/קידוש/","https://holypearl.co.il/product-tag/קידוש/","","","","","","","","","","not reviewed",""
"product_tag","","https://holypearl.co.il/product-tag/גביע-מהודר/","https://holypearl.co.il/product-tag/גביע-מהודר/","","","","","","","","","","not reviewed",""
