"record_type","wp_id","title_or_slug","url","published","modified","content_chars","excerpt_chars","featured_media_id","source_taxonomy_ids","disposition","target_url","editorial_owner","verification_status","notes"
"product","2394","סטנדר עץ שולחן","https://holypearl.co.il/product/%d7%a1%d7%98%d7%a0%d7%93%d7%a8-%d7%a9%d7%95%d7%9c%d7%97%d7%9f-%d7%a2%d7%a5/","2020-05-10T12:45:55","2022-06-21T14:23:10","0","28","2390","cat:1554","","","","not reviewed",""
"product","2388","סטנדר שולחן מהודר","https://holypearl.co.il/product/%d7%a1%d7%98%d7%a0%d7%93%d7%a8-%d7%a9%d7%95%d7%9c%d7%97%d7%9f-%d7%9e%d7%94%d7%95%d7%93%d7%a8/","2020-05-10T12:43:43","2023-08-24T13:21:14","0","54","2389","cat:1566|cat:1554","","","","not reviewed",""
"product","2377","סידור רינת ישראל","https://holypearl.co.il/product/%d7%a1%d7%99%d7%93%d7%95%d7%a8-%d7%a8%d7%99%d7%a0%d7%aa-%d7%99%d7%a9%d7%a8%d7%90%d7%9c/","2020-05-10T12:33:34","2020-05-10T12:44:22","0","49","2361","cat:1398","","","","not reviewed",""
"product","2368","סידור רינת ישראל עור עתיק/מעובד","https://holypearl.co.il/product/%d7%a1%d7%99%d7%93%d7%95%d7%a8-%d7%a8%d7%99%d7%a0%d7%aa-%d7%99%d7%a9%d7%a8%d7%90%d7%9c-%d7%a2%d7%95%d7%a8-%d7%a2%d7%aa%d7%99%d7%a7-%d7%9e%d7%a2%d7%95%d7%91%d7%93/","2020-05-10T12:16:03","2023-08-24T13:22:17","0","95","2362","cat:1566|cat:1398","","","","not reviewed",""
"product","2364","סידור לבת ישראל ספרדי","https://holypearl.co.il/product/%d7%a1%d7%99%d7%93%d7%95%d7%a8-%d7%9c%d7%91%d7%aa-%d7%99%d7%a9%d7%a8%d7%90%d7%9c-%d7%a1%d7%a4%d7%a8%d7%93%d7%99/","2020-05-10T12:07:37","2020-05-10T12:15:40","0","30","2360","cat:1566","","","","not reviewed",""
"product","2355","סידור לרה קורן ספרד","https://holypearl.co.il/product/%d7%a1%d7%99%d7%93%d7%95%d7%a8-%d7%9c%d7%a8%d7%94-%d7%a7%d7%95%d7%a8%d7%9f-%d7%a1%d7%a4%d7%a8%d7%93/","2020-05-10T12:07:28","2020-05-10T12:07:28","0","42","2358","cat:1566","","","","not reviewed",""
"product","2347","טלית צמר רחלים תשבץ","https://holypearl.co.il/product/%d7%98%d7%9c%d7%99%d7%aa-%d7%a6%d7%9e%d7%a8-%d7%a8%d7%97%d7%9c%d7%99%d7%9d-%d7%aa%d7%a9%d7%91%d7%a5/","2020-05-10T11:50:26","2023-11-29T11:09:09","0","85","2323","cat:1395","","","","not reviewed",""
"product","2338","טלית צמר רחלים א.א","https://holypearl.co.il/product/%d7%98%d7%9c%d7%99%d7%aa-%d7%a6%d7%9e%d7%a8-%d7%a8%d7%97%d7%9c%d7%99%d7%9d-%d7%90-%d7%90-2/","2020-05-10T11:30:36","2023-11-29T11:18:47","0","24","2322","cat:1395","","","","not reviewed",""
"product","2324","טלית צמר רחלים א.א","https://holypearl.co.il/product/%d7%98%d7%9c%d7%99%d7%aa-%d7%a6%d7%9e%d7%a8-%d7%a8%d7%97%d7%9c%d7%99%d7%9d-%d7%90-%d7%90/","2020-05-10T11:20:41","2023-11-29T11:14:28","0","24","2320","cat:1395","","","","not reviewed",""
"product","2298","בדיקה מזוזה ותפילין","https://holypearl.co.il/product/%d7%91%d7%93%d7%99%d7%a7%d7%94-%d7%9e%d7%96%d7%95%d7%96%d7%94-%d7%95%d7%aa%d7%a4%d7%99%d7%9c%d7%99%d7%9f/","2020-05-06T20:04:21","2023-08-24T13:15:09","0","128","2299","cat:1566","","","","not reviewed",""
"product","2293","קלף למזוזה נוסח אשכנזי","https://holypearl.co.il/product/%d7%a7%d7%9c%d7%a3-%d7%9c%d7%9e%d7%96%d7%95%d7%96%d7%94-%d7%a0%d7%95%d7%a1%d7%97-%d7%90%d7%a9%d7%9b%d7%a0%d7%96%d7%99/","2020-05-06T19:48:20","2023-11-29T10:59:22","178","83","2283","cat:1566|cat:1551","","","","not reviewed",""
"product","2279","קלף למזוזה נוסח ספרדי","https://holypearl.co.il/product/%d7%a7%d7%9c%d7%a3-%d7%9c%d7%9e%d7%96%d7%95%d7%96%d7%94-%d7%a0%d7%95%d7%a1%d7%97-%d7%a1%d7%a4%d7%a8%d7%93%d7%99/","2020-05-06T19:48:01","2023-11-29T11:01:12","178","83","2283","cat:1566|cat:1550","","","","not reviewed",""
"product","2266","מגש חלה שבת עם סכין מהודר","https://holypearl.co.il/product/%d7%9e%d7%92%d7%a9-%d7%97%d7%9c%d7%94-%d7%a9%d7%91%d7%aa-%d7%a2%d7%9d-%d7%a1%d7%9b%d7%99%d7%9f-%d7%9e%d7%94%d7%95%d7%93%d7%a8/","2020-05-06T19:18:44","2020-05-06T19:25:42","0","86","2268","cat:1566|cat:1657|cat:1447","","","","not reviewed",""
"product","2244","בית מזוזה מתכת בצבע נקי","https://holypearl.co.il/product/%d7%91%d7%99%d7%aa-%d7%9e%d7%96%d7%95%d7%96%d7%94-%d7%9e%d7%aa%d7%9b%d7%aa-%d7%91%d7%a6%d7%91%d7%a2-%d7%a0%d7%a7%d7%99/","2020-05-06T18:57:48","2023-11-29T11:04:08","0","116","2245","cat:1549","","","","not reviewed",""
"product","2234","בית מזוזה פלסטיק כסוף","https://holypearl.co.il/product/%d7%91%d7%99%d7%aa-%d7%9e%d7%96%d7%95%d7%96%d7%94-%d7%a4%d7%9c%d7%a1%d7%98%d7%99%d7%a7-%d7%9b%d7%a1%d7%95%d7%a3/","2020-05-06T18:49:40","2020-05-06T18:57:16","0","98","2210","cat:1549","","","","not reviewed",""
"product","2227","בית מזוזה פלסטיק שחור","https://holypearl.co.il/product/%d7%91%d7%99%d7%aa-%d7%9e%d7%96%d7%95%d7%96%d7%94-%d7%a4%d7%9c%d7%a1%d7%98%d7%99%d7%a7-%d7%a9%d7%97%d7%95%d7%a8/","2020-05-06T18:42:16","2020-05-06T18:48:57","0","98","2209","cat:1549","","","","not reviewed",""
"product","2226","בית מזוזה זכוכית בעיצוב ירושלמי","https://holypearl.co.il/product/%d7%91%d7%99%d7%aa-%d7%9e%d7%96%d7%95%d7%96%d7%94-%d7%96%d7%9b%d7%95%d7%9b%d7%99%d7%aa-%d7%91%d7%a2%d7%99%d7%a6%d7%95%d7%91-%d7%99%d7%a8%d7%95%d7%a9%d7%9c%d7%9e%d7%99/","2020-05-06T18:40:40","2020-05-06T18:46:06","56","103","2208","cat:1549","","","","not reviewed",""
"product","2218","בית מזוזה זכוכית תכלת","https://holypearl.co.il/product/%d7%91%d7%99%d7%aa-%d7%9e%d7%96%d7%95%d7%96%d7%94-%d7%96%d7%9b%d7%95%d7%9b%d7%99%d7%aa-%d7%aa%d7%9b%d7%9c%d7%aa/","2020-05-06T18:23:17","2020-05-06T18:39:12","0","93","2207","cat:1549","","","","not reviewed",""
"product","2213","בית מזוזה אלומניום","https://holypearl.co.il/product/%d7%91%d7%99%d7%aa-%d7%9e%d7%96%d7%95%d7%96%d7%94-%d7%90%d7%9c%d7%95%d7%9e%d7%a0%d7%99%d7%95%d7%9d/","2020-05-06T18:19:19","2020-05-06T18:37:34","0","62","2206","cat:1549","","","","not reviewed",""
"product","2212","בית מזוזה מתכת","https://holypearl.co.il/product/%d7%91%d7%99%d7%aa-%d7%9e%d7%96%d7%95%d7%96%d7%94-%d7%9e%d7%aa%d7%9b%d7%aa/","2020-05-06T18:16:28","2020-05-06T18:39:01","0","85","2204","cat:1549","","","","not reviewed",""
"product","2202","בית מזוזה אבן רימונים","https://holypearl.co.il/product/%d7%91%d7%99%d7%aa-%d7%9e%d7%96%d7%95%d7%96%d7%94-%d7%90%d7%91%d7%9f-%d7%a8%d7%99%d7%9e%d7%95%d7%a0%d7%99%d7%9d/","2020-05-06T18:07:07","2020-05-06T18:08:16","0","81","2184","cat:1549|cat:1566","","","","not reviewed",""
"product","2198","בית מזוזה בעיצוב צעיר","https://holypearl.co.il/product/%d7%91%d7%99%d7%aa-%d7%9e%d7%96%d7%95%d7%96%d7%94-%d7%91%d7%a2%d7%99%d7%a6%d7%95%d7%91-%d7%a6%d7%a2%d7%99%d7%a8/","2020-05-06T18:00:32","2020-05-06T18:06:41","0","81","2183","cat:1549|cat:1566","","","","not reviewed",""
"product","2194","בית מזוזה בסגנון ירושלמי","https://holypearl.co.il/product/%d7%91%d7%99%d7%aa-%d7%9e%d7%96%d7%95%d7%96%d7%94-%d7%90%d7%91%d7%9f-%d7%94%d7%a2%d7%aa%d7%a7/","2020-05-06T17:58:35","2020-05-06T18:06:55","0","73","2182","cat:1549|cat:1566","","","","not reviewed",""
"product","2188","בית מזוזה אבן מלבני","https://holypearl.co.il/product/%d7%91%d7%99%d7%aa-%d7%9e%d7%96%d7%95%d7%96%d7%94-%d7%90%d7%91%d7%9f-%d7%9e%d7%9c%d7%91%d7%a0%d7%99/","2020-05-06T17:53:45","2020-05-06T17:58:29","0","95","2181","cat:1549","","","","not reviewed",""
"product","2177","בית מזוזה אבן","https://holypearl.co.il/product/%d7%91%d7%99%d7%aa-%d7%9e%d7%96%d7%95%d7%96%d7%94-%d7%90%d7%91%d7%9f/","2020-05-06T17:51:01","2020-05-06T17:57:52","0","84","2180","cat:1549","","","","not reviewed",""
"product","2163","כיפה סרוגה שחורה עם פס","https://holypearl.co.il/product/%d7%9b%d7%99%d7%a4%d7%94-%d7%a1%d7%a8%d7%95%d7%92%d7%94-%d7%a9%d7%97%d7%95%d7%a8%d7%94-%d7%a2%d7%9d-%d7%a4%d7%a1/","2020-05-06T17:42:13","2020-05-06T17:43:39","0","33","2174","cat:1608|tag:1409|tag:1403|tag:1410","","","","not reviewed",""
"product","2153","כיפה סרוגה שחורה עם פס","https://holypearl.co.il/product/%d7%9b%d7%99%d7%a4%d7%94-%d7%a1%d7%a8%d7%95%d7%92%d7%94-%d7%a9%d7%97%d7%95%d7%a8%d7%94-%d7%a2%d7%9d-%d7%a4%d7%a1-2/","2020-05-06T17:42:08","2020-05-06T17:43:44","0","33","2173","cat:1608|tag:1409|tag:1403|tag:1410","","","","not reviewed",""
"product","2142","כיפה סרוגה תכלת עם פס","https://holypearl.co.il/product/%d7%9b%d7%99%d7%a4%d7%94-%d7%a1%d7%a8%d7%95%d7%92%d7%94-%d7%aa%d7%9b%d7%9c%d7%aa-%d7%a2%d7%9d-%d7%a4%d7%a1-3/","2020-05-06T17:39:05","2020-05-06T17:41:49","0","33","2140","cat:1608|tag:1409|tag:1403|tag:1410","","","","not reviewed",""
"product","2129","כיפה סרוגה תכלת עם פס","https://holypearl.co.il/product/%d7%9b%d7%99%d7%a4%d7%94-%d7%a1%d7%a8%d7%95%d7%92%d7%94-%d7%aa%d7%9b%d7%9c%d7%aa-%d7%a2%d7%9d-%d7%a4%d7%a1-2/","2020-05-06T17:36:50","2020-05-06T17:38:33","0","33","2139","cat:1608|tag:1409|tag:1403|tag:1410","","","","not reviewed",""
"product","2117","כיפה סרוגה תכלת עם פס","https://holypearl.co.il/product/%d7%9b%d7%99%d7%a4%d7%94-%d7%a1%d7%a8%d7%95%d7%92%d7%94-%d7%aa%d7%9b%d7%9c%d7%aa-%d7%a2%d7%9d-%d7%a4%d7%a1/","2020-05-06T17:34:56","2020-05-06T17:36:36","0","33","2083","cat:1608|tag:1409|tag:1403|tag:1410","","","","not reviewed",""
"product","2106","כיפה סרוגה ירוקה עם פס","https://holypearl.co.il/product/%d7%9b%d7%99%d7%a4%d7%94-%d7%a1%d7%a8%d7%95%d7%92%d7%94-%d7%99%d7%a8%d7%95%d7%a7%d7%94-%d7%a2%d7%9d-%d7%a4%d7%a1/","2020-05-06T17:33:20","2020-05-07T19:55:27","0","33","2081","cat:1608|tag:1409|tag:1403|tag:1410","","","","not reviewed",""
"product","2095","כיפה סרוגה כחולה עם פס","https://holypearl.co.il/product/%d7%9b%d7%99%d7%a4%d7%94-%d7%a1%d7%a8%d7%95%d7%92%d7%94-%d7%9b%d7%97%d7%95%d7%9c%d7%94-%d7%a2%d7%9d-%d7%a4%d7%a1-3/","2020-05-06T17:32:31","2020-05-06T17:33:08","0","33","2080","cat:1608|tag:1409|tag:1403|tag:1410","","","","not reviewed",""
"product","2084","כיפה סרוגה כחולה עם פס","https://holypearl.co.il/product/%d7%9b%d7%99%d7%a4%d7%94-%d7%a1%d7%a8%d7%95%d7%92%d7%94-%d7%9b%d7%97%d7%95%d7%9c%d7%94-%d7%a2%d7%9d-%d7%a4%d7%a1-2/","2020-05-06T17:31:41","2020-05-07T19:55:49","0","33","2079","cat:1608|tag:1409|tag:1403|tag:1410","","","","not reviewed",""
"product","2068","כיפה סרוגה כחולה עם פס","https://holypearl.co.il/product/%d7%9b%d7%99%d7%a4%d7%94-%d7%a1%d7%a8%d7%95%d7%92%d7%94-%d7%9b%d7%97%d7%95%d7%9c%d7%94-%d7%a2%d7%9d-%d7%a4%d7%a1/","2020-05-06T17:28:41","2020-05-06T17:30:49","0","33","2078","cat:1608|tag:1409|tag:1403|tag:1410","","","","not reviewed",""
"product","2056","כיפה סרוגה אפורה","https://holypearl.co.il/product/%d7%9b%d7%99%d7%a4%d7%94-%d7%a1%d7%a8%d7%95%d7%92%d7%94-%d7%90%d7%a4%d7%95%d7%a8%d7%94/","2020-05-06T17:26:19","2020-05-06T17:28:33","0","32","2066","cat:1608|tag:1409|tag:1403|tag:1410","","","","not reviewed",""
"product","2044","כיפה סרוגה שחורה","https://holypearl.co.il/product/%d7%9b%d7%99%d7%a4%d7%94-%d7%a1%d7%a8%d7%95%d7%92%d7%94-%d7%a9%d7%97%d7%95%d7%a8%d7%94/","2020-05-06T17:23:39","2020-05-06T17:26:07","0","33","2054","cat:1608|tag:1409|tag:1403|tag:1410","","","","not reviewed",""
"product","2032","כיפה סרוגה אמריקאית","https://holypearl.co.il/product/%d7%9b%d7%99%d7%a4%d7%94-%d7%a1%d7%a8%d7%95%d7%92%d7%94-%d7%90%d7%9e%d7%a8%d7%99%d7%a7%d7%90%d7%99%d7%aa-3/","2020-05-06T17:21:53","2020-05-06T17:23:16","0","33","2042","cat:1608|tag:1409|tag:1403|tag:1410","","","","not reviewed",""
"product","2020","כיפה סרוגה אמריקאית","https://holypearl.co.il/product/%d7%9b%d7%99%d7%a4%d7%94-%d7%a1%d7%a8%d7%95%d7%92%d7%94-%d7%90%d7%9e%d7%a8%d7%99%d7%a7%d7%90%d7%99%d7%aa-2/","2020-05-06T17:18:48","2020-05-06T17:21:26","0","33","2030","cat:1608|tag:1409|tag:1403|tag:1410","","","","not reviewed",""
"product","2008","כיפה סרוגה אמריקאית","https://holypearl.co.il/product/%d7%9b%d7%99%d7%a4%d7%94-%d7%a1%d7%a8%d7%95%d7%92%d7%94-%d7%90%d7%9e%d7%a8%d7%99%d7%a7%d7%90%d7%99%d7%aa/","2020-05-06T17:13:53","2020-05-06T17:18:34","0","35","2018","cat:1608|tag:1409|tag:1403|tag:1410","","","","not reviewed",""
"product","1690","משפך 8 כוסות עם רגל","https://holypearl.co.il/product/%d7%9e%d7%a9%d7%a4%d7%9a-8-%d7%9b%d7%95%d7%a1%d7%95%d7%aa-%d7%a2%d7%9d-%d7%a8%d7%92%d7%9c/","2020-05-02T22:13:36","2020-05-07T19:44:34","0","0","1687","cat:1607","","","","not reviewed",""
"product","1679","מעמד לברכונים","https://holypearl.co.il/product/%d7%9e%d7%a2%d7%9e%d7%93-%d7%9c%d7%91%d7%a8%d7%9b%d7%95%d7%a0%d7%99%d7%9d-2/","2020-05-02T22:06:51","2020-05-03T23:52:47","0","30","1672","cat:1604","","","","not reviewed",""
"product","1671","מעמד לברכונים","https://holypearl.co.il/product/%d7%9e%d7%a2%d7%9e%d7%93-%d7%9c%d7%91%d7%a8%d7%9b%d7%95%d7%a0%d7%99%d7%9d/","2020-05-02T22:05:48","2020-05-03T23:53:20","0","71","1673","cat:1604","","","","not reviewed",""
"product","1666","נר הבדלה מעוצב","https://holypearl.co.il/product/%d7%a0%d7%a8-%d7%94%d7%91%d7%93%d7%9c%d7%94-%d7%9e%d7%a2%d7%95%d7%a6%d7%91-2/","2020-05-02T21:56:49","2020-05-07T19:39:37","0","48","1647","cat:1523","","","","not reviewed",""
"product","1662","שמן מאור","https://holypearl.co.il/product/%d7%a9%d7%9e%d7%9f-%d7%9e%d7%90%d7%95%d7%a8/","2020-05-02T21:53:55","2020-05-07T20:02:31","0","52","1664","cat:1523|cat:1567","","","","not reviewed",""
"product","1658","נר הבדלה","https://holypearl.co.il/product/%d7%a0%d7%a8-%d7%94%d7%91%d7%93%d7%9c%d7%94/","2020-05-02T21:51:29","2020-05-07T19:40:20","0","58","1646","cat:1381|cat:1523","","","","not reviewed",""
"product","1653","נרונים","https://holypearl.co.il/product/%d7%a0%d7%a8%d7%95%d7%a0%d7%99%d7%9d/","2020-05-02T21:49:24","2020-05-07T19:41:37","0","53","1648","cat:1381|cat:1523|cat:1566","","","","not reviewed",""
"product","1635","כלי זכוכית לשמן מאור","https://holypearl.co.il/product/%d7%a0%d7%a8-%d7%96%d7%9b%d7%95%d7%9b%d7%99%d7%aa-%d7%9c%d7%a9%d7%9e%d7%9f-%d7%9e%d7%90%d7%95%d7%a8/","2020-05-02T21:41:19","2020-05-07T19:53:09","0","68","1636","cat:1381|cat:1523|cat:1567","","","","not reviewed",""
"product","1631","כיסוי לפלטת שבת","https://holypearl.co.il/product/%d7%9b%d7%99%d7%a1%d7%95%d7%99-%d7%9c%d7%a4%d7%9c%d7%98%d7%aa-%d7%a9%d7%91%d7%aa-2/","2020-05-02T21:33:26","2020-05-03T23:43:54","0","49","1621","cat:1560|cat:1566|tag:1516","","","","not reviewed",""
"product","1627","כיסוי לפלטת שבת – פס","https://holypearl.co.il/product/%d7%9b%d7%99%d7%a1%d7%95%d7%99-%d7%9c%d7%a4%d7%9c%d7%98%d7%aa-%d7%a9%d7%91%d7%aa-%d7%a4%d7%a1/","2020-05-02T21:30:03","2020-05-07T19:45:31","0","49","1619","cat:1560|tag:1516","","","","not reviewed",""
"product","1623","כיסוי לפלטת שבת – פישתן","https://holypearl.co.il/product/%d7%9b%d7%99%d7%a1%d7%95%d7%99-%d7%9c%d7%a4%d7%9c%d7%98%d7%aa-%d7%a9%d7%91%d7%aa-%d7%a4%d7%99%d7%a9%d7%aa%d7%9f/","2020-05-02T21:24:34","2020-05-07T19:29:25","0","49","1618","cat:1560|tag:1516","","","","not reviewed",""
"product","1615","כיסוי לפלטת שבת","https://holypearl.co.il/product/%d7%9b%d7%99%d7%a1%d7%95%d7%99-%d7%9c%d7%a4%d7%9c%d7%98%d7%aa-%d7%a9%d7%91%d7%aa/","2020-05-02T21:24:22","2020-05-07T19:29:45","0","0","1616","cat:1560|tag:1516","","","","not reviewed",""
"product","1611","כוס קידוש נמוך","https://holypearl.co.il/product/%d7%9b%d7%95%d7%a1-%d7%a7%d7%99%d7%93%d7%95%d7%a9-%d7%a0%d7%9e%d7%95%d7%9a/","2020-05-02T21:16:54","2020-05-07T19:45:59","0","59","1591","cat:1593|tag:1596|tag:1595|tag:1516","","","","not reviewed",""
"product","1609","כוס קידוש מפוארת עם רגל","https://holypearl.co.il/product/%d7%9b%d7%95%d7%a1-%d7%a7%d7%99%d7%93%d7%95%d7%a9-%d7%9e%d7%a4%d7%95%d7%90%d7%a8%d7%aa-%d7%a2%d7%9d-%d7%a8%d7%92%d7%9c/","2020-05-02T21:16:01","2020-05-07T19:46:14","0","40","1589","cat:1593|tag:1596|tag:1595|tag:1516","","","","not reviewed",""
"product","1602","כוס קידוש ירושלים (מרובע)","https://holypearl.co.il/product/%d7%9b%d7%95%d7%a1-%d7%a7%d7%99%d7%93%d7%95%d7%a9-%d7%99%d7%a8%d7%95%d7%a9%d7%9c%d7%99%d7%9d-%d7%9e%d7%a8%d7%95%d7%91%d7%a2/","2020-05-02T21:13:46","2020-05-07T19:46:31","0","40","1586","cat:1593|tag:1596|tag:1595|tag:1516","","","","not reviewed",""
"product","1595","כוס קידוש פיוטר","https://holypearl.co.il/product/%d7%9b%d7%95%d7%a1-%d7%a7%d7%99%d7%93%d7%95%d7%a9-%d7%90%d7%a9%d7%9b%d7%95%d7%9c/","2020-05-02T20:50:06","2020-05-07T19:46:43","0","59","1588","cat:1593|tag:1596|tag:1595|tag:1516","","","","not reviewed",""
"product","1583","כוס קידוש – ירושלים מגן דוד","https://holypearl.co.il/product/%d7%9b%d7%95%d7%a1-%d7%a7%d7%99%d7%93%d7%95%d7%a9-%d7%99%d7%a8%d7%95%d7%a9%d7%9c%d7%99%d7%9d-%d7%9e%d7%92%d7%9f-%d7%93%d7%95%d7%93/","2020-05-02T20:43:38","2020-05-07T19:46:54","0","67","1584","cat:1593|tag:1596|tag:1595|tag:1516","","","","not reviewed",""
"product","1580","כוס קידוש בעיטור אבני חושן","https://holypearl.co.il/product/%d7%9b%d7%95%d7%a1-%d7%a7%d7%99%d7%93%d7%95%d7%a9-%d7%91%d7%a2%d7%99%d7%98%d7%95%d7%a8-%d7%90%d7%91%d7%a0%d7%99-%d7%97%d7%95%d7%a9%d7%9f/","2020-04-30T19:52:43","2022-06-21T15:29:19","0","64","1572","cat:1593|tag:1596|tag:1595|tag:1516","","","","not reviewed",""
"product","1575","כוס קידוש בעיצוב כדור ירושלים (כסף)","https://holypearl.co.il/product/%d7%9b%d7%95%d7%a1-%d7%a7%d7%99%d7%93%d7%95%d7%a9-%d7%91%d7%a2%d7%99%d7%98%d7%95%d7%a8-%d7%90%d7%91%d7%a0%d7%99-%d7%97%d7%95%d7%a9%d7%9f-%d7%9b%d7%a1%d7%a3/","2020-04-30T19:50:02","2020-05-07T19:47:18","0","49","1573","cat:1593|tag:1596|tag:1595|tag:1516","","","","not reviewed",""
"product","1570","כוס אליהו ירושלים (כסף)","https://holypearl.co.il/product/%d7%9b%d7%95%d7%a1-%d7%90%d7%9c%d7%99%d7%94%d7%95-%d7%99%d7%a8%d7%95%d7%a9%d7%9c%d7%99%d7%9d-%d7%9b%d7%a1%d7%a3/","2020-04-30T19:48:54","2020-05-07T19:47:27","0","78","1571","cat:1593|tag:1596|tag:1595|tag:1516","","","","not reviewed",""
"product","1567","סידור רינת ישראל בכריכת עור עתיק","https://holypearl.co.il/product/%d7%a1%d7%99%d7%93%d7%95%d7%a8-%d7%a8%d7%99%d7%a0%d7%aa-%d7%99%d7%a9%d7%a8%d7%90%d7%9c-%d7%91%d7%9b%d7%a8%d7%99%d7%9b%d7%aa-%d7%a2%d7%95%d7%a8-%d7%a2%d7%aa%d7%99%d7%a7/","2020-04-30T19:38:31","2020-05-03T23:24:40","0","0","1568","cat:1398|tag:1592|tag:1591","","","","not reviewed",""
"product","1564","סט חמישה מחזורים  – רינת ישראל עור ממוחזר","https://holypearl.co.il/product/%d7%a1%d7%98-%d7%97%d7%9e%d7%99%d7%a9%d7%94-%d7%9e%d7%97%d7%96%d7%95%d7%a8%d7%99%d7%9d-%d7%a8%d7%99%d7%a0%d7%aa-%d7%99%d7%a9%d7%a8%d7%90%d7%9c-%d7%a2%d7%95%d7%a8-%d7%9e%d7%9e%d7%95%d7%97%d7%96-2/","2020-04-30T19:32:39","2020-05-03T23:30:22","0","90","1565","cat:1398|cat:1400|tag:1592|tag:1591","","","","not reviewed",""
"product","1561","סט חמישה מחזורים  – רינת ישראל עור ממוחזר","https://holypearl.co.il/product/%d7%a1%d7%98-%d7%97%d7%9e%d7%99%d7%a9%d7%94-%d7%9e%d7%97%d7%96%d7%95%d7%a8%d7%99%d7%9d-%d7%a8%d7%99%d7%a0%d7%aa-%d7%99%d7%a9%d7%a8%d7%90%d7%9c-%d7%a2%d7%95%d7%a8-%d7%9e%d7%9e%d7%95%d7%97%d7%96/","2020-04-30T19:25:03","2020-05-07T19:43:27","0","117","1562","cat:1590|tag:1592|tag:1591","","","","not reviewed",""
"product","1554","סט מחזורים קורן לרה – ר""ה, יו""הכ ושלושת רגלים","https://holypearl.co.il/product/%d7%a1%d7%98-%d7%9e%d7%97%d7%96%d7%95%d7%a8%d7%99%d7%9d-%d7%a7%d7%95%d7%a8%d7%9f-%d7%9c%d7%a8%d7%94-%d7%a8%d7%94-%d7%99%d7%95%d7%94%d7%9b-%d7%95%d7%a9%d7%9c%d7%95%d7%a9%d7%aa-%d7%a8%d7%92%d7%9c/","2020-04-30T19:09:36","2020-05-03T23:31:23","0","88","1559","cat:1400|tag:1540|tag:1584","","","","not reviewed",""
"product","1550","סידור עבודת השם – עור ממחוזר","https://holypearl.co.il/product/%d7%a1%d7%99%d7%93%d7%95%d7%a8-%d7%a2%d7%91%d7%95%d7%93%d7%aa-%d7%94%d7%a9%d7%9d-%d7%a2%d7%95%d7%a8-%d7%9e%d7%9e%d7%97%d7%95%d7%96%d7%a8/","2020-04-30T18:48:37","2020-05-03T23:34:14","0","118","1545","cat:1400|tag:1540|tag:1584","","","","not reviewed",""
"product","1537","סידור עבודת השם מהודר עם כתר","https://holypearl.co.il/product/%d7%99%d7%93%d7%95%d7%a8-%d7%a2%d7%91%d7%95%d7%93%d7%aa-%d7%94%d7%a9%d7%9d-%d7%9e%d7%94%d7%95%d7%93%d7%a8-%d7%a2%d7%9d-%d7%9b%d7%aa%d7%a8/","2020-04-30T18:26:53","2020-05-03T23:28:10","0","143","1540","cat:1400|tag:1540|tag:1584","","","","not reviewed",""
"product","1528","עבודת השם – לבת ישראל","https://holypearl.co.il/product/%d7%a2%d7%91%d7%95%d7%93%d7%aa-%d7%94%d7%a9%d7%9d-%d7%9c%d7%91%d7%aa-%d7%99%d7%a9%d7%a8%d7%90%d7%9c/","2020-04-30T14:44:40","2020-05-03T23:26:18","0","159","1533","cat:1398|tag:1570|tag:1540","","","","not reviewed",""
"product","1520","סידור כוונת הלב – לבת ישראל דמוי עור","https://holypearl.co.il/product/%d7%a1%d7%99%d7%93%d7%95%d7%a8-%d7%9b%d7%95%d7%95%d7%a0%d7%aa-%d7%94%d7%9c%d7%91-%d7%9c%d7%91%d7%aa-%d7%99%d7%a9%d7%a8%d7%90%d7%9c-%d7%93%d7%9e%d7%95%d7%99-%d7%a2%d7%95%d7%a8/","2020-04-30T12:45:18","2020-05-03T23:21:49","0","200","1523","cat:1398|tag:1570|tag:1540","","","","not reviewed",""
"product","1507","סידור כוונת הלב – לבת ישראל דמוי עור (גודל כיס)","https://holypearl.co.il/product/%d7%a1%d7%99%d7%93%d7%95%d7%a8-%d7%9b%d7%95%d7%95%d7%a0%d7%aa-%d7%94%d7%9c%d7%91-%d7%9c%d7%91%d7%aa-%d7%99%d7%a9%d7%a8%d7%90%d7%9c-%d7%93%d7%9e%d7%95%d7%99-%d7%a2%d7%95%d7%a8-%d7%92%d7%95%d7%93/","2020-04-30T12:21:54","2020-05-03T23:20:44","0","148","1511","cat:1398|tag:1570|tag:1540","","","","not reviewed",""
"product","1502","סט מחזורים כוונת הלב – כריכת סקאי","https://holypearl.co.il/product/%d7%a1%d7%98-%d7%9e%d7%97%d7%96%d7%95%d7%a8%d7%99%d7%9d-%d7%9b%d7%95%d7%95%d7%a0%d7%aa-%d7%94%d7%9c%d7%91-%d7%9b%d7%a8%d7%99%d7%9b%d7%aa-%d7%a1%d7%a7%d7%90%d7%99/","2020-04-30T12:17:22","2022-06-21T14:21:17","0","92","1505","cat:1400|tag:1570|tag:1540","","","","not reviewed",""
